energy, EnrBEGe, EnrCoax, EnrCoax_2, EnrInvCoax, EnrBEGe_2, EnrAll
3285, 0, 0, 0, 0, 0, 0
3290, 0, 0, 0, 0, 0, 0
3295, 0, 0, 0, 0, 0, 0
3300, 0, 0, 0, 0, 0, 0
3305, 0, 0, 0, 0, 0, 0
3310, 0, 0, 0, 0, 0, 0
3315, 0, 0, 0, 0, 0, 0
3320, 0, 0, 0, 0, 0, 0
3325, 0, 0, 0, 0, 0, 0
3330, 0, 1, 0, 0, 0, 1
3335, 0, 0, 0, 0, 0, 0
3340, 0, 0, 0, 0, 0, 0
3345, 0, 0, 0, 0, 0, 0
3350, 0, 0, 0, 0, 0, 0
3355, 0, 0, 0, 0, 0, 0
3360, 0, 0, 0, 0, 0, 0
3365, 0, 0, 0, 0, 0, 0
3370, 0, 0, 0, 0, 0, 0
3375, 0, 0, 0, 0, 0, 0
3380, 0, 1, 0, 0, 0, 1
3385, 0, 0, 0, 0, 0, 0
3390, 0, 0, 0, 0, 0, 0
3395, 0, 0, 0, 0, 0, 0
3400, 0, 0, 0, 0, 0, 0
3405, 0, 0, 0, 0, 0, 0
3410, 0, 0, 0, 0, 0, 0
3415, 0, 0, 0, 0, 0, 0
3420, 0, 0, 0, 0, 0, 0
3425, 0, 0, 0, 0, 0, 0
3430, 0, 0, 0, 0, 0, 0
3435, 0, 0, 0, 0, 0, 0
3440, 0, 0, 0, 0, 0, 0
3445, 0, 0, 0, 0, 0, 0
3450, 0, 0, 0, 0, 0, 0
3455, 0, 0, 0, 0, 0, 0
3460, 0, 0, 0, 0, 0, 0
3465, 0, 0, 0, 0, 0, 0
3470, 0, 0, 0, 0, 0, 0
3475, 0, 0, 0, 0, 0, 0
3480, 0, 0, 0, 0, 0, 0
3485, 0, 0, 0, 0, 0, 0
3490, 0, 0, 0, 0, 0, 0
3495, 0, 0, 0, 0, 0, 0
3500, 0, 0, 0, 0, 0, 0
3505, 0, 0, 0, 0, 0, 0
3510, 0, 0, 0, 0, 0, 0
3515, 0, 0, 0, 0, 0, 0
3520, 0, 0, 0, 0, 0, 0
3525, 0, 0, 0, 0, 0, 0
3530, 0, 0, 0, 0, 0, 0
3535, 0, 0, 0, 0, 0, 0
3540, 0, 0, 0, 0, 0, 0
3545, 0, 0, 0, 0, 0, 0
3550, 0, 0, 0, 0, 0, 0
3555, 0, 0, 0, 0, 0, 0
3560, 0, 0, 0, 0, 0, 0
3565, 0, 0, 0, 0, 0, 0
3570, 0, 0, 0, 0, 0, 0
3575, 0, 0, 0, 0, 0, 0
3580, 0, 0, 0, 0, 0, 0
3585, 0, 0, 0, 0, 0, 0
3590, 0, 0, 0, 0, 0, 0
3595, 0, 0, 0, 0, 0, 0
3600, 0, 0, 0, 0, 0, 0
3605, 0, 0, 0, 0, 0, 0
3610, 0, 0, 0, 0, 0, 0
3615, 0, 0, 0, 0, 0, 0
3620, 0, 0, 0, 0, 0, 0
3625, 0, 0, 0, 0, 0, 0
3630, 0, 0, 0, 0, 0, 0
3635, 0, 0, 0, 0, 0, 0
3640, 0, 0, 0, 0, 0, 0
3645, 0, 0, 0, 0, 0, 0
3650, 0, 1, 0, 0, 0, 1
3655, 0, 0, 0, 0, 0, 0
3660, 0, 0, 0, 0, 0, 0
3665, 0, 0, 0, 0, 0, 0
3670, 0, 0, 0, 0, 0, 0
3675, 0, 0, 0, 0, 0, 0
3680, 0, 0, 0, 0, 0, 0
3685, 0, 0, 0, 0, 0, 0
3690, 0, 0, 0, 0, 0, 0
3695, 0, 0, 0, 0, 0, 0
3700, 0, 0, 0, 0, 0, 0
3705, 0, 0, 0, 0, 0, 0
3710, 0, 0, 0, 0, 0, 0
3715, 0, 0, 0, 0, 0, 0
3720, 0, 0, 0, 0, 0, 0
3725, 0, 0, 0, 0, 0, 0
3730, 0, 0, 0, 0, 0, 0
3735, 0, 0, 0, 0, 0, 0
3740, 0, 0, 0, 0, 0, 0
3745, 0, 0, 0, 0, 0, 0
3750, 0, 0, 0, 0, 0, 0
3755, 0, 0, 0, 0, 0, 0
3760, 0, 0, 0, 0, 0, 0
3765, 0, 0, 0, 0, 0, 0
3770, 0, 0, 0, 0, 0, 0
3775, 0, 0, 0, 0, 0, 0
3780, 0, 0, 0, 0, 0, 0
3785, 0, 0, 0, 0, 0, 0
3790, 0, 0, 0, 0, 0, 0
3795, 0, 0, 0, 0, 0, 0
3800, 0, 0, 0, 0, 0, 0
3805, 0, 0, 0, 0, 0, 0
3810, 0, 0, 0, 0, 0, 0
3815, 0, 0, 0, 0, 0, 0
3820, 0, 0, 0, 0, 0, 0
3825, 0, 0, 0, 0, 0, 0
3830, 0, 0, 0, 0, 0, 0
3835, 0, 0, 0, 0, 0, 0
3840, 0, 0, 0, 0, 0, 0
3845, 0, 0, 0, 0, 0, 0
3850, 0, 0, 0, 0, 0, 0
3855, 0, 0, 0, 0, 0, 0
3860, 0, 0, 0, 0, 0, 0
3865, 0, 0, 0, 0, 0, 0
3870, 0, 0, 0, 0, 0, 0
3875, 0, 0, 0, 0, 0, 0
3880, 0, 0, 0, 0, 0, 0
3885, 0, 0, 0, 0, 0, 0
3890, 0, 0, 0, 0, 0, 0
3895, 0, 0, 0, 0, 0, 0
3900, 0, 0, 0, 0, 0, 0
3905, 0, 0, 0, 0, 0, 0
3910, 0, 0, 0, 0, 0, 0
3915, 0, 0, 0, 0, 0, 0
3920, 0, 0, 0, 0, 0, 0
3925, 0, 0, 0, 0, 0, 0
3930, 0, 0, 0, 0, 0, 0
3935, 0, 0, 0, 0, 0, 0
3940, 0, 0, 0, 0, 0, 0
3945, 0, 0, 0, 0, 0, 0
3950, 0, 0, 0, 0, 0, 0
3955, 0, 0, 0, 0, 0, 0
3960, 0, 0, 0, 0, 0, 0
3965, 0, 0, 0, 0, 0, 0
3970, 0, 0, 0, 0, 0, 0
3975, 0, 0, 0, 0, 0, 0
3980, 0, 0, 0, 0, 0, 0
3985, 0, 0, 0, 0, 0, 0
3990, 0, 0, 0, 0, 0, 0
3995, 0, 1, 0, 0, 0, 1
4000, 0, 0, 0, 0, 0, 0
4005, 0, 0, 0, 0, 0, 0
4010, 0, 0, 0, 0, 0, 0
4015, 0, 0, 0, 0, 0, 0
4020, 0, 0, 0, 0, 0, 0
4025, 0, 0, 0, 0, 0, 0
4030, 0, 0, 0, 0, 0, 0
4035, 0, 0, 0, 0, 0, 0
4040, 0, 0, 0, 0, 0, 0
4045, 0, 0, 0, 0, 0, 0
4050, 0, 0, 0, 0, 0, 0
4055, 0, 0, 0, 0, 0, 0
4060, 0, 0, 0, 0, 0, 0
4065, 0, 0, 0, 0, 0, 0
4070, 0, 0, 0, 0, 0, 0
4075, 0, 0, 0, 0, 0, 0
4080, 0, 0, 0, 0, 0, 0
4085, 0, 0, 0, 0, 0, 0
4090, 0, 0, 0, 0, 0, 0
4095, 0, 0, 0, 0, 0, 0
4100, 0, 1, 0, 0, 0, 1
4105, 0, 0, 0, 0, 0, 0
4110, 0, 0, 0, 0, 0, 0
4115, 0, 0, 0, 0, 0, 0
4120, 0, 0, 0, 0, 0, 0
4125, 0, 0, 0, 0, 0, 0
4130, 0, 1, 0, 0, 0, 1
4135, 0, 0, 0, 0, 0, 0
4140, 0, 0, 0, 0, 0, 0
4145, 0, 1, 0, 0, 0, 1
4150, 0, 0, 0, 0, 0, 0
4155, 0, 0, 0, 0, 0, 0
4160, 0, 0, 0, 0, 0, 0
4165, 0, 0, 0, 0, 0, 0
4170, 0, 0, 0, 0, 0, 0
4175, 0, 0, 0, 0, 0, 0
4180, 0, 0, 0, 0, 0, 0
4185, 0, 0, 0, 0, 0, 0
4190, 0, 0, 0, 0, 0, 0
4195, 0, 0, 0, 0, 0, 0
4200, 0, 0, 0, 0, 0, 0
4205, 0, 0, 0, 0, 0, 0
4210, 0, 0, 0, 0, 0, 0
4215, 0, 0, 0, 0, 0, 0
4220, 0, 0, 0, 0, 0, 0
4225, 0, 0, 0, 0, 0, 0
4230, 0, 0, 0, 0, 0, 0
4235, 0, 1, 0, 0, 0, 1
4240, 0, 0, 0, 0, 0, 0
4245, 0, 0, 0, 0, 0, 0
4250, 0, 0, 0, 0, 0, 0
4255, 0, 0, 0, 0, 0, 0
4260, 0, 0, 0, 0, 0, 0
4265, 0, 0, 0, 0, 0, 0
4270, 0, 0, 0, 0, 0, 0
4275, 0, 0, 0, 0, 0, 0
4280, 0, 0, 0, 0, 0, 0
4285, 0, 0, 0, 0, 0, 0
4290, 0, 0, 0, 0, 0, 0
4295, 0, 0, 0, 0, 0, 0
4300, 0, 0, 0, 0, 0, 0
4305, 0, 0, 0, 0, 0, 0
4310, 0, 0, 0, 0, 0, 0
4315, 0, 0, 0, 0, 0, 0
4320, 0, 0, 0, 0, 0, 0
4325, 0, 0, 0, 0, 0, 0
4330, 0, 0, 0, 0, 0, 0
4335, 0, 0, 0, 0, 0, 0
4340, 0, 1, 0, 0, 0, 1
4345, 0, 0, 0, 0, 0, 0
4350, 0, 0, 0, 0, 0, 0
4355, 0, 1, 0, 0, 0, 1
4360, 0, 0, 0, 0, 0, 0
4365, 0, 0, 0, 0, 0, 0
4370, 0, 1, 0, 0, 0, 1
4375, 0, 0, 0, 0, 0, 0
4380, 0, 0, 0, 0, 0, 0
4385, 0, 0, 0, 0, 0, 0
4390, 0, 0, 0, 0, 0, 0
4395, 0, 1, 0, 0, 0, 1
4400, 0, 0, 0, 0, 0, 0
4405, 0, 0, 0, 0, 0, 0
4410, 0, 0, 0, 0, 0, 0
4415, 0, 0, 0, 0, 0, 0
4420, 0, 0, 0, 0, 0, 0
4425, 0, 0, 0, 0, 0, 0
4430, 0, 0, 0, 0, 0, 0
4435, 0, 0, 1, 0, 0, 1
4440, 0, 1, 0, 0, 0, 1
4445, 0, 0, 0, 0, 0, 0
4450, 0, 0, 0, 0, 0, 0
4455, 0, 0, 0, 0, 0, 0
4460, 0, 0, 1, 0, 0, 1
4465, 0, 0, 0, 0, 0, 0
4470, 0, 0, 0, 0, 0, 0
4475, 0, 0, 0, 0, 0, 0
4480, 0, 1, 0, 0, 0, 1
4485, 0, 0, 0, 0, 0, 0
4490, 0, 0, 0, 0, 0, 0
4495, 0, 0, 0, 0, 0, 0
4500, 0, 0, 0, 0, 0, 0
4505, 0, 0, 0, 0, 0, 0
4510, 0, 0, 0, 0, 0, 0
4515, 0, 0, 0, 0, 0, 0
4520, 0, 0, 0, 0, 0, 0
4525, 0, 0, 0, 0, 0, 0
4530, 0, 0, 0, 0, 0, 0
4535, 0, 0, 0, 0, 0, 0
4540, 0, 1, 0, 0, 0, 1
4545, 0, 1, 0, 0, 0, 1
4550, 0, 1, 1, 0, 0, 2
4555, 0, 0, 0, 0, 0, 0
4560, 0, 0, 0, 0, 0, 0
4565, 0, 0, 0, 0, 0, 0
4570, 0, 0, 0, 0, 0, 0
4575, 0, 0, 0, 0, 0, 0
4580, 0, 0, 0, 0, 0, 0
4585, 0, 0, 0, 0, 0, 0
4590, 0, 0, 0, 0, 0, 0
4595, 0, 0, 0, 0, 0, 0
4600, 0, 0, 0, 0, 0, 0
4605, 0, 0, 0, 0, 0, 0
4610, 0, 0, 0, 0, 0, 0
4615, 0, 0, 0, 0, 0, 0
4620, 0, 0, 0, 0, 0, 0
4625, 0, 0, 0, 0, 0, 0
4630, 0, 0, 0, 0, 0, 0
4635, 0, 0, 0, 0, 0, 0
4640, 0, 0, 0, 0, 0, 0
4645, 0, 0, 0, 0, 0, 0
4650, 0, 0, 0, 0, 0, 0
4655, 0, 0, 0, 0, 0, 0
4660, 0, 0, 0, 0, 0, 0
4665, 0, 0, 0, 0, 0, 0
4670, 0, 0, 0, 0, 0, 0
4675, 0, 0, 0, 0, 0, 0
4680, 0, 0, 0, 0, 0, 0
4685, 0, 0, 1, 0, 0, 1
4690, 0, 0, 0, 0, 0, 0
4695, 0, 0, 0, 0, 0, 0
4700, 0, 1, 0, 0, 0, 1
4705, 0, 0, 0, 0, 0, 0
4710, 0, 0, 0, 0, 0, 0
4715, 0, 0, 0, 0, 0, 0
4720, 0, 0, 0, 0, 0, 0
4725, 0, 0, 0, 0, 0, 0
4730, 0, 0, 0, 0, 0, 0
4735, 0, 0, 0, 0, 0, 0
4740, 0, 0, 0, 0, 0, 0
4745, 0, 0, 0, 0, 0, 0
4750, 0, 0, 0, 0, 0, 0
4755, 0, 0, 0, 0, 0, 0
4760, 0, 0, 0, 0, 0, 0
4765, 0, 0, 0, 0, 0, 0
4770, 0, 0, 0, 0, 0, 0
4775, 0, 0, 0, 0, 0, 0
4780, 0, 1, 0, 0, 0, 1
4785, 0, 0, 0, 0, 0, 0
4790, 0, 0, 0, 0, 0, 0
4795, 0, 0, 0, 0, 0, 0
4800, 0, 0, 0, 0, 0, 0
4805, 0, 0, 0, 0, 0, 0
4810, 0, 0, 0, 0, 0, 0
4815, 0, 0, 0, 0, 0, 0
4820, 0, 1, 0, 0, 0, 1
4825, 0, 1, 0, 0, 0, 1
4830, 0, 0, 0, 0, 0, 0
4835, 0, 0, 0, 0, 0, 0
4840, 0, 0, 0, 0, 0, 0
4845, 0, 1, 0, 0, 0, 1
4850, 0, 1, 0, 0, 0, 1
4855, 0, 0, 0, 0, 0, 0
4860, 0, 1, 0, 0, 0, 1
4865, 0, 1, 0, 0, 0, 1
4870, 0, 0, 1, 0, 0, 1
4875, 0, 0, 0, 0, 0, 0
4880, 0, 0, 0, 0, 0, 0
4885, 0, 0, 0, 0, 0, 0
4890, 0, 0, 0, 0, 0, 0
4895, 0, 0, 0, 0, 0, 0
4900, 0, 0, 0, 0, 0, 0
4905, 0, 0, 0, 0, 0, 0
4910, 0, 0, 0, 0, 0, 0
4915, 0, 0, 0, 0, 0, 0
4920, 0, 0, 0, 0, 0, 0
4925, 0, 0, 0, 0, 0, 0
4930, 0, 0, 0, 0, 0, 0
4935, 0, 0, 0, 0, 0, 0
4940, 0, 0, 0, 0, 0, 0
4945, 0, 0, 0, 0, 0, 0
4950, 0, 0, 0, 0, 0, 0
4955, 0, 0, 0, 0, 0, 0
4960, 0, 0, 0, 0, 0, 0
4965, 0, 0, 0, 0, 0, 0
4970, 0, 2, 0, 0, 0, 2
4975, 0, 0, 0, 0, 0, 0
4980, 0, 0, 0, 0, 0, 0
4985, 0, 0, 0, 0, 0, 0
4990, 0, 0, 0, 0, 0, 0
4995, 0, 0, 0, 0, 0, 0
