bin_low_edge, bin_center, fitted_data, total_model, Nnbb, K40, K42, Co60, Ac228, Bi212Tl208, Pb214Bi214, alpha
34725, 34732.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
34740, 34747.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
34755, 34762.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
34770, 34777.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
34785, 34792.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
34800, 34807.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
34815, 34822.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
34830, 34837.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
34845, 34852.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
34860, 34867.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
34875, 34882.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
34890, 34897.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
34905, 34912.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
34920, 34927.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
34935, 34942.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
34950, 34957.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
34965, 34972.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
34980, 34987.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
34995, 35002.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35010, 35017.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35025, 35032.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35040, 35047.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35055, 35062.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35070, 35077.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35085, 35092.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35100, 35107.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35115, 35122.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35130, 35137.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35145, 35152.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35160, 35167.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35175, 35182.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35190, 35197.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35205, 35212.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35220, 35227.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35235, 35242.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35250, 35257.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35265, 35272.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35280, 35287.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35295, 35302.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35310, 35317.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35325, 35332.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35340, 35347.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35355, 35362.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35370, 35377.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35385, 35392.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35400, 35407.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35415, 35422.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35430, 35437.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35445, 35452.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35460, 35467.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35475, 35482.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35490, 35497.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35505, 35512.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35520, 35527.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35535, 35542.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35550, 35557.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35565, 35572.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35580, 35587.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35595, 35602.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35610, 35617.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35625, 35632.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35640, 35647.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35655, 35662.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35670, 35677.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35685, 35692.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35700, 35707.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35715, 35722.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35730, 35737.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35745, 35752.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35760, 35767.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35775, 35782.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35790, 35797.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35805, 35812.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35820, 35827.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35835, 35842.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35850, 35857.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35865, 35872.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35880, 35887.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35895, 35902.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35910, 35917.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35925, 35932.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35940, 35947.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35955, 35962.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35970, 35977.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
35985, 35992.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36000, 36007.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36015, 36022.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36030, 36037.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36045, 36052.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36060, 36067.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36075, 36082.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36090, 36097.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36105, 36112.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36120, 36127.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36135, 36142.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36150, 36157.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36165, 36172.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36180, 36187.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36195, 36202.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36210, 36217.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36225, 36232.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36240, 36247.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36255, 36262.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36270, 36277.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36285, 36292.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36300, 36307.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36315, 36322.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36330, 36337.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36345, 36352.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36360, 36367.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36375, 36382.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36390, 36397.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36405, 36412.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36420, 36427.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36435, 36442.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36450, 36457.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36465, 36472.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36480, 36487.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36495, 36502.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36510, 36517.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36525, 36532.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36540, 36547.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36555, 36562.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36570, 36577.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36585, 36592.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36600, 36607.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36615, 36622.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36630, 36637.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36645, 36652.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36660, 36667.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36675, 36682.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36690, 36697.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36705, 36712.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36720, 36727.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36735, 36742.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36750, 36757.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36765, 36772.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36780, 36787.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36795, 36802.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36810, 36817.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36825, 36832.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36840, 36847.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36855, 36862.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36870, 36877.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36885, 36892.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36900, 36907.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36915, 36922.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36930, 36937.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36945, 36952.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36960, 36967.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36975, 36982.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
36990, 36997.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37005, 37012.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37020, 37027.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37035, 37042.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37050, 37057.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37065, 37072.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37080, 37087.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37095, 37102.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37110, 37117.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37125, 37132.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37140, 37147.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37155, 37162.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37170, 37177.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37185, 37192.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37200, 37207.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37215, 37222.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37230, 37237.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37245, 37252.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37260, 37267.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37275, 37282.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37290, 37297.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37305, 37312.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37320, 37327.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37335, 37342.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37350, 37357.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37365, 37372.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37380, 37387.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37395, 37402.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37410, 37417.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37425, 37432.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37440, 37447.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37455, 37462.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37470, 37477.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37485, 37492.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37500, 37507.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37515, 37522.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37530, 37537.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37545, 37552.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37560, 37567.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37575, 37582.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37590, 37597.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37605, 37612.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37620, 37627.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37635, 37642.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37650, 37657.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37665, 37672.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37680, 37687.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37695, 37702.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37710, 37717.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37725, 37732.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37740, 37747.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37755, 37762.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37770, 37777.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37785, 37792.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37800, 37807.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37815, 37822.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37830, 37837.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37845, 37852.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37860, 37867.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37875, 37882.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37890, 37897.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37905, 37912.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37920, 37927.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37935, 37942.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37950, 37957.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37965, 37972.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37980, 37987.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
37995, 38002.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38010, 38017.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38025, 38032.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38040, 38047.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38055, 38062.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38070, 38077.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38085, 38092.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38100, 38107.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38115, 38122.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38130, 38137.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38145, 38152.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38160, 38167.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38175, 38182.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38190, 38197.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38205, 38212.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38220, 38227.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38235, 38242.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38250, 38257.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38265, 38272.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38280, 38287.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38295, 38302.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38310, 38317.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38325, 38332.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38340, 38347.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38355, 38362.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38370, 38377.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38385, 38392.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38400, 38407.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38415, 38422.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38430, 38437.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38445, 38452.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38460, 38467.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38475, 38482.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38490, 38497.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38505, 38512.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38520, 38527.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38535, 38542.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38550, 38557.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38565, 38572.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38580, 38587.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38595, 38602.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38610, 38617.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38625, 38632.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38640, 38647.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38655, 38662.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38670, 38677.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38685, 38692.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38700, 38707.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38715, 38722.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38730, 38737.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38745, 38752.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38760, 38767.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38775, 38782.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38790, 38797.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
38805, 38812.5, 0, 9.93244e-09, 0, 0, 0, 0, 0, 0, 0, 9.93244e-09
